Transaction_ID,Transaction_Timestamp,Customer_ID,Date_of_Birth,Gender,Sector,Store_or_Service_ID,Store_Type,Payment_Method,Card_Type,Card_Category,Wallet_Provider,Transaction_Amount_GBP,Payment_Status,Transaction_Channel,Government_Service,Crypto_Type,Spending_Limit_Used,Customer_Segment,Store_or_Service_Name,Device_Type,Promo_Code,App_Version,Merchant_Category_Code,Location
T05682,16-05-2025 11:10:04,000560,03-06-2001,Male,Retail,CineMax,Control,QR_Payment,None,None,,458.78,Successful,Online,No,None,No,Medium,CineMax,POS_Terminal,WINTER25,2.1.0,848,Stonebridge
T05683,28-01-2025 18:49:50,001928,04-11-2004,Female,Retail,CozyCafe,Trial,Cryptocurrency,None,None,None,354.21,Successful,In_App,No,Bitcoin,No,High,CozyCafe,Computer,SUMMER24,3.0.0,128,Riverton
T05684,30-06-2025 11:43:39,001796,23-04-1979,Female,Retail,DailyGrocer,Control,Cryptocurrency,None,None,None,415.81,Successful,In_Store,No,Ethereum,No,Low,DailyGrocer,POS_Terminal,WINTER25,1.1.0,987,Eastmoor
T05685,12-01-2025 16:31:30,000298,05-09-2004,Female,Government Services,Local Government Office,Control,Card,Visa,Credit,None,84.57,Successful,Online,Yes,None,No,Low,Local Government Office,Computer,WINTER25,3.2.1,646,Stonebridge
T05686,26-06-2024 20:22:51,000851,22-07-1957,Female,Retail,TechStore,Control,Digital_Wallet,None,None,Wish,159.49,Successful,In_App,No,None,No,High,TechStore,Computer,NONE,3.1.0,437,Brandybrug
T05687,27-10-2025 07:53:18,000844,09-02-1996,Female,Retail,UrbanBites,Control,Virtual_Card,None,None,None,411.81,Successful,In_App,No,None,Yes,Low,UrbanBites,POS_Terminal,SUMMER24,3.2.1,816,Kingsport
T05688,08-08-2024 09:32:10,001766,13-04-1992,Male,Entertainment,PlayZone Arcade,Control,Digital_Wallet,None,None,Wish,321.12,Successful,In_Store,No,None,No,High,PlayZone Arcade,Mobile,NONE,1.1.0,536,Black Lake
T05689,07-07-2025 20:26:20,001710,07-07-1979,Female,Retail,CityBakery,Control,Digital_Wallet,None,None,Wish,343.11,Successful,In_Store,No,None,No,High,CityBakery,Computer,NONE,3.0.0,193,Eastmoor
T05690,23-10-2024 19:09:06,000191,11-08-1992,Female,Retail,CoffeeLounge,Control,Card,Visa,Credit,None,248.34,Successful,In_Store,No,None,No,High,CoffeeLounge,Laptop,SUMMER24,1.2.0,109,Fairview
T05691,21-11-2024 18:18:03,001902,06-08-1969,Female,Telecom,ConnectStore,Control,Virtual_Card,None,None,None,25.54,Successful,In_Store,No,None,Yes,Low,ConnectStore,POS_Terminal,WINTER25,2.2.0,557,Johnsville
T05692,08-10-2024 00:45:16,000742,09-07-1988,Male,Government Services,Road Safety Office,Control,Virtual_Card,None,None,None,497.34,Successful,Online,Yes,None,Yes,Low,Road Safety Office,Computer,WINTER25,3.0.0,416,Stonebridge
T05693,20-10-2025 05:56:11,001442,04-04-1949,Male,Telecom,ConnectStore,Trial,QR_Payment,None,None,None,417.54,Successful,In_App,No,None,No,Medium,ConnectStore,Computer,NONE,1.0.0,693,Riverton
T05694,03-04-2024 06:48:51,001234,22-03-1974,Female,Government Services,Tax Office,Control,Card,Amex,Debit,None,298.65,Successful,Online,Yes,,No,Medium,Tax Office,Computer,WINTER25,1.0.0,973,Eastmoor
T05695,30-09-2025 00:27:22,000263,28-06-1957,Female,Retail,EliteElectronics,Control,Virtual_Card,None,None,None,364.15,Successful,In_App,No,None,Yes,Low,EliteElectronics,Mobile,SUMMER24,2.0.0,199,Riverton
T05696,24-10-2025 08:21:41,000509,13-02-1948,Male,Retail,FashionHub,Control,Card,Visa,Credit,None,1.39,Successful,Online,No,None,No,Medium,FashionHub,Computer,WINTER25,3.1.0,591,Stonebridge
T05697,31-05-2025 03:29:22,001279,22-07-1973,Female,Government Services,Health Department,Control,Cryptocurrency,None,None,None,366.17,Successful,In_App,Yes,Ethereum,No,Low,Health Department,Computer,SUMMER24,1.0.0,620,Black Lake
T05698,28-04-2025 17:48:41,001354,20-11-1964,Female,Retail,CineMax,Trial,Digital_Wallet,None,None,Wish,307.42,Successful,In_App,No,None,No,Medium,CineMax,POS_Terminal,SUMMER24,1.2.0,390,Oakridge
T05699,20-09-2024 02:37:25,000720,10-11-1977,Male,Telecom,SparkMobile,Control,Virtual_Card,None,None,None,469.38,Successful,In_App,No,None,Yes,Low,SparkMobile,Laptop,WINTER25,1.1.0,549,Johnsville
T05700,30-05-2025 17:37:56,000103,08-07-1957,Male,Retail,GameSphere,Trial,QR_Payment,None,None,None,408.53,Successful,In_Store,No,None,No,High,GameSphere,Mobile,WINTER25,3.2.1,332,Eastmoor
T05701,25-12-2025 14:58:33,001327,06-10-1949,Male,Government Services,Road Safety Office,Control,Cryptocurrency,None,None,None,122.92,Successful,In_App,Yes,Ethereum,No,Low,Road Safety Office,Computer,WINTER25,2.2.0,160,Stonebridge
T05702,10-06-2024 15:44:43,000824,04-08-2005,Female,Government Services,Public Housing Office,Control,QR_Payment,None,None,None,105.1,Successful,In_Store,Yes,None,No,Low,Public Housing Office,Laptop,NONE,3.0.0,838,Eastmoor
T05703,18-10-2024 21:53:23,001915,09-09-1959,Female,Retail,FreshMart,Control,Digital_Wallet,None,None,Revolut,491.34,Successful,Online,No,None,No,Medium,FreshMart,Mobile,WINTER25,1.2.0,464,Stonebridge
T05704,27-07-2024 22:52:48,001620,24-05-1960,Female,Retail,DailyGrocer,Control,QR_Payment,None,None,None,469.14,Successful,In_App,No,None,No,High,DailyGrocer,Computer,SUMMER24,2.0.0,951,Black Lake
T05705,25-09-2024 04:10:00,000605,23-04-1998,Female,Retail,GameSphere,Control,Virtual_Card,None,None,None,185.51,Successful,In_App,No,None,No,High,GameSphere,Laptop,WINTER25,3.2.1,280,Westhaven
T05706,19-04-2024 17:03:23,000695,20-06-1944,Male,Retail,FunZone Amusements,Control,Digital_Wallet,None,None,Wish,124.61,Successful,Online,No,None,No,Low,FunZone Amusements,Laptop,NONE,1.2.0,385,Johnsville
T05707,11-03-2024 22:58:41,000972,03-03-1944,Prefer not to say,Retail,QuickShop,Trial,QR_Payment,None,None,None,352.09,Successful,In_App,No,None,No,Medium,QuickShop,POS_Terminal,SUMMER24,1.1.0,824,Westhaven
T05708,08-09-2025 09:22:41,000596,15-07-1997,Male,Retail,FreshFoods,Control,Card,Mastercard,Credit,None,52.0,Successful,In_Store,No,None,No,Medium,FreshFoods,Laptop,WINTER25,2.0.0,529,Black Lake
T05709,24-03-2025 18:39:28,001204,28-12-1983,Male,Retail,MegaGadgets,Trial,Digital_Wallet,None,None,Wish,310.42,Successful,In_App,No,None,No,Low,MegaGadgets,Mobile,SUMMER24,1.1.0,124,Eastmoor
T05710,04-05-2025 10:11:26,001740,27-01-1987,Male,Retail,ActiveGear,Control,Cryptocurrency,None,None,None,469.27,Successful,In_App,No,Other,No,Medium,ActiveGear,Laptop,WINTER25,2.1.0,202,Brandybrug
T05711,23-06-2024 22:38:58,000020,19-12-1977,Male,Government Services,Public Library,Control,QR_Payment,None,None,None,190.03,Successful,In_App,Yes,None,No,Medium,Public Library,Computer,WINTER25,2.0.0,576,Westhaven
T05712,29-01-2024 00:02:26,001245,23-01-1950,Female,Entertainment,CinemaWorld,Trial,Digital_Wallet,None,None,PayPal,184.21,Successful,Online,No,None,No,High,CinemaWorld,Computer,SUMMER24,3.0.0,129,Eastmoor
T05713,26-03-2024 00:56:18,000317,18-04-2001,Male,Retail,CineMax,Control,Card,Mastercard,Debit,None,67.04,Successful,Online,No,None,No,High,CineMax,Mobile,,2.2.0,961,Kingsport
T05714,14-02-2024 01:06:23,000502,16-11-2005,Male,Telecom,Connect Telecom,Control,QR_Payment,None,None,None,52.22,Successful,In_App,No,None,No,Medium,Connect Telecom,POS_Terminal,WINTER25,1.2.0,258,Riverton
T05715,14-10-2024 05:25:13,001164,24-12-1964,Male,Telecom,Connect Telecom,Control,Virtual_Card,None,None,None,450.47,Successful,Online,No,None,Yes,Low,Connect Telecom,Mobile,WINTER25,2.1.0,381,Johnsville
T05716,05-06-2025 00:38:54,000217,09-10-1968,Female,Retail,ActiveSports,Control,Virtual_Card,None,None,None,304.5,Successful,In_Store,No,None,Yes,Medium,ActiveSports,POS_Terminal,NONE,2.0.0,234,Oakridge
T05717,19-11-2025 16:51:03,000586,28-05-1975,Prefer not to say,Retail,CoffeeLounge,Trial,Card,Visa,Prepaid,None,369.96,Successful,In_Store,No,None,No,Low,CoffeeLounge,POS_Terminal,WINTER25,1.0.0,978,Kingsport
T05718,24-06-2025 22:47:33,000025,24-11-1945,Male,Government Services,Public Housing Office,Control,Card,Amex,Prepaid,None,279.1,Successful,Online,Yes,None,No,High,Public Housing Office,POS_Terminal,NONE,3.1.0,142,Johnsville
T05719,31-12-2024 02:44:42,000297,26-08-1949,Female,Retail,CineMax,Control,Card,Amex,Debit,None,323.51,Successful,In_App,No,None,No,Low,CineMax,Computer,WINTER25,1.0.0,163,Black Lake
T05720,03-09-2024 19:04:42,000520,25-10-1987,Female,Government Services,City Council Office,Control,Card,Amex,Credit,None,64.4,Successful,In_Store,Yes,None,No,Medium,City Council Office,POS_Terminal,WINTER25,1.2.0,326,Brandybrug
T05721,09-12-2024 12:14:32,000339,09-06-1993,Female,Retail,JewelBox,Control,QR_Payment,None,None,None,436.84,Successful,Online,No,None,No,Low,JewelBox,Laptop,WINTER25,3.1.0,534,Kingsport
T05722,28-04-2025 01:17:56,001198,26-08-1986,Female,Retail,CoffeeLounge,Trial,Digital_Wallet,None,None,PayPal,424.39,Successful,Online,No,None,No,High,CoffeeLounge,POS_Terminal,WINTER25,2.1.0,894,Brandybrug
T05723,02-05-2024 11:01:26,001312,23-11-1957,Male,Retail,FunZone Amusements,Control,Card,Mastercard,Debit,None,274.65,Successful,Online,No,None,No,Low,FunZone Amusements,Computer,SUMMER24,2.1.0,467,Kingsport
T05724,17-07-2025 22:53:27,001379,20-08-1981,Male,Entertainment,CinemaWorld,Trial,Card,Mastercard,Debit,None,115.16,Successful,In_App,No,None,No,Medium,CinemaWorld,Computer,WINTER25,3.2.1,612,Riverton
T05725,19-03-2025 22:18:30,001208,05-09-2005,Male,Retail,DailyGrocer,Control,Cryptocurrency,None,None,None,379.41,Successful,Online,No,Other,No,High,DailyGrocer,Laptop,WINTER25,3.1.0,570,Kingsport
T05726,31-07-2024 10:30:48,001526,09-07-1945,Male,Telecom,ConnectStore,Control,Cryptocurrency,None,None,None,106.58,Successful,In_Store,No,Ethereum,No,High,ConnectStore,Mobile,SUMMER24,1.1.0,328,Black Lake
T05727,17-09-2025 06:49:54,001092,25-01-1984,Female,Government Services,Local Government Office,Trial,Card,Visa,Credit,None,427.69,Successful,In_App,Yes,None,No,Medium,Local Government Office,Mobile,NONE,3.1.0,529,Brandybrug
T05728,03-10-2024 20:55:18,001937,22-09-1960,Female,Retail,QuickCafe,Control,Cryptocurrency,None,None,None,104.25,Successful,In_Store,No,Ethereum,No,Low,QuickCafe,Mobile,NONE,1.0.0,251,Fairview
T05729,05-02-2025 19:25:46,001303,22-01-1944,Male,Government Services,Local Government Office,Trial,Card,Visa,Debit,None,163.6,Successful,Online,Yes,None,No,Low,Local Government Office,Mobile,SUMMER24,1.0.0,555,Kingsport
T05730,14-09-2025 14:52:07,001748,26-08-1993,Male,Government Services,Water Board,Control,Cryptocurrency,None,None,None,330.83,Successful,In_Store,Yes,Other,No,Medium,Water Board,POS_Terminal,SUMMER24,1.0.0,464,Kingsport
T05731,10-02-2025 03:15:50,000598,16-08-1991,Male,Retail,TechWorld Electronics,Trial,Digital_Wallet,None,None,Wish,439.7,Successful,Online,No,None,No,Low,TechWorld Electronics,POS_Terminal,WINTER25,3.0.0,438,Oakridge
T05732,24-05-2025 06:47:35,000159,19-05-1998,Female,Retail,CoffeeLounge,Control,Cryptocurrency,None,None,None,475.87,Successful,In_App,No,Bitcoin,No,Medium,CoffeeLounge,Laptop,SUMMER24,2.0.0,889,Eastmoor
T05733,27-12-2025 14:01:45,001259,03-12-2005,Male,Retail,GadgetHouse,Control,Virtual_Card,None,None,None,134.49,Successful,In_Store,No,None,No,Medium,GadgetHouse,Computer,WINTER25,2.2.0,812,Fairview
T05734,03-12-2025 20:47:46,001757,19-09-1945,Female,Retail,MegaMall,Trial,QR_Payment,None,None,None,261.98,Successful,In_Store,No,None,No,Low,MegaMall,Computer,SUMMER24,3.1.0,317,Brandybrug
T05735,13-10-2024 00:03:02,000949,20-08-1966,Female,Retail,CityBakery,Trial,Digital_Wallet,None,None,Wish,322.09,Successful,In_Store,No,None,No,High,CityBakery,Mobile,WINTER25,3.1.0,269,Stonebridge
T05736,15-04-2025 16:56:06,000264,08-10-1979,Female,Retail,GreenGrocers,Trial,Digital_Wallet,None,None,PayPal,301.41,Successful,In_Store,No,None,No,Medium,GreenGrocers,POS_Terminal,WINTER25,1.2.0,562,Brandybrug
T05737,21-09-2024 03:01:51,001617,14-12-2001,Male,Retail,TechWorld Electronics,Control,Card,Visa,Credit,None,7.24,Successful,In_Store,No,None,No,Low,TechWorld Electronics,Computer,SUMMER24,3.1.0,474,Oakridge
T05738,01-02-2025 12:23:07,000330,27-04-1976,Male,Telecom,Connect Telecom,Trial,Digital_Wallet,None,None,Wish,156.88,Successful,In_App,No,None,No,High,Connect Telecom,Laptop,SUMMER24,3.1.0,626,Riverton
T05739,27-01-2025 07:02:53,000965,13-03-1950,Prefer not to say,Retail,CozyCafe,Control,Virtual_Card,None,None,None,137.28,Successful,In_App,No,None,Yes,Low,CozyCafe,Laptop,NONE,3.0.0,590,Stonebridge
T05740,07-12-2024 03:31:25,000934,03-04-1965,Female,Government Services,Municipal Services Office,Trial,Digital_Wallet,None,None,Revolut,444.79,Successful,Online,Yes,None,No,Low,Municipal Services Office,POS_Terminal,NONE,3.0.0,586,Brandybrug
T05741,07-03-2025 10:25:33,001701,21-09-1975,Female,Retail,TechWorld Electronics,Trial,Virtual_Card,None,None,None,354.91,Successful,In_Store,No,None,Yes,Low,TechWorld Electronics,Computer,NONE,3.0.0,859,Riverton
T05742,03-10-2025 12:42:45,000068,16-09-1977,Male,Retail,QuickCafe,Trial,QR_Payment,None,None,None,242.08,Successful,Online,No,None,No,High,QuickCafe,Laptop,SUMMER24,2.1.0,726,Westhaven
T05743,27-12-2025 10:21:21,000075,07-06-1949,Female,Government Services,Fire & Safety Department,Control,QR_Payment,None,None,None,25.31,Successful,Online,Yes,None,No,Medium,Fire & Safety Department,POS_Terminal,SUMMER24,2.2.0,792,Eastmoor
T05744,03-11-2024 22:21:10,000640,17-05-1998,Male,Retail,JewelBox,Trial,Cryptocurrency,None,None,None,397.52,Successful,In_App,No,Ethereum,No,Medium,JewelBox,Computer,WINTER25,2.1.0,224,Oakridge
T05745,20-02-2025 12:19:40,000466,08-12-1960,Female,Retail,EliteElectronics,Control,Card,Amex,Prepaid,None,411.32,Successful,In_Store,No,None,No,Medium,EliteElectronics,Mobile,NONE,2.0.0,270,Black Lake
T05746,06-12-2024 20:49:21,001226,13-06-1977,Male,Retail,EliteElectronics,Trial,Cryptocurrency,None,None,None,238.43,Successful,In_App,No,Bitcoin,No,High,EliteElectronics,Computer,SUMMER24,2.2.0,954,Eastmoor
T05747,11-04-2025 14:26:10,001978,28-05-1962,Female,Retail,CineMax,Control,QR_Payment,None,None,None,161.45,Successful,In_App,No,None,No,High,CineMax,Mobile,SUMMER24,2.0.0,152,Oakridge
T05748,23-03-2025 05:44:00,001411,14-12-2000,Female,Government Services,Road Safety Office,Control,Digital_Wallet,None,None,Wish,238.32,Successful,In_App,Yes,None,No,Low,Road Safety Office,Mobile,NONE,1.2.0,581,Oakridge
T05749,03-01-2025 03:21:26,000115,28-07-1982,Female,Entertainment,PlayZone Arcade,Control,Digital_Wallet,None,None,PayPal,441.79,Successful,Online,No,None,No,Medium,PlayZone Arcade,Computer,NONE,2.0.0,744,Stonebridge
T05750,10-06-2024 17:30:39,000082,08-04-1983,Male,Entertainment,PlayZone Arcade,Control,Cryptocurrency,None,None,None,255.94,Successful,In_App,No,Bitcoin,No,Low,PlayZone Arcade,POS_Terminal,WINTER25,2.1.0,329,Stonebridge
T05751,18-01-2024 12:32:19,000598,16-08-1991,Male,Retail,CozyCafe,Control,Cryptocurrency,None,None,None,118.11,Successful,In_App,No,Other,No,Low,CozyCafe,Laptop,NONE,3.2.1,802,Johnsville
T05752,25-12-2025 07:28:12,000899,05-11-1981,Male,Government Services,Tax Office,Control,Card,Mastercard,Credit,None,344.14,Successful,In_App,Yes,None,No,High,Tax Office,POS_Terminal,SUMMER24,3.2.1,922,Oakridge
T05753,05-02-2025 14:50:13,000027,24-01-2002,Female,Government Services,City Council Office,Control,Cryptocurrency,None,None,None,344.95,Successful,Online,Yes,Other,No,Low,City Council Office,Laptop,SUMMER24,1.1.0,887,Kingsport
T05754,06-05-2024 21:17:03,001157,10-04-1950,Male,Retail,FunZone Amusements,Control,Digital_Wallet,None,None,PayPal,223.92,Successful,In_App,No,None,No,High,FunZone Amusements,POS_Terminal,NONE,2.0.0,651,Stonebridge
T05755,18-08-2024 06:54:15,000797,08-01-1995,Male,Government Services,Public Transport Hub,Trial,Virtual_Card,None,None,None,86.73,Successful,In_App,Yes,None,Yes,High,Public Transport Hub,Computer,NONE,1.1.0,582,Stonebridge
T05756,09-09-2024 18:02:19,001744,26-01-1960,Male,Government Services,Urban Planning Office,Control,Cryptocurrency,None,None,None,276.77,Successful,Online,Yes,Other,No,Low,Urban Planning Office,Laptop,NONE,1.1.0,519,Brandybrug
T05757,09-01-2025 19:52:46,000071,15-12-1964,Female,Retail,ActiveSports,Control,QR_Payment,None,None,None,477.71,Successful,Online,No,None,No,Low,ActiveSports,Computer,WINTER25,1.2.0,343,Eastmoor
T05758,02-12-2025 04:23:57,000423,25-06-1994,Female,Retail,SparkleJewels,Control,Digital_Wallet,None,None,PayPal,201.29,Successful,Online,No,None,No,Low,SparkleJewels,Mobile,SUMMER24,2.0.0,563,Brandybrug
T05759,16-12-2025 07:42:57,001680,28-03-2001,Female,Government Services,City Council Office,Control,Virtual_Card,None,None,None,369.77,Successful,In_Store,Yes,None,Yes,Low,City Council Office,Computer,SUMMER24,2.2.0,188,Eastmoor
T05760,10-02-2024 16:51:44,001001,28-06-1991,Male,Retail,JewelBox,Control,Digital_Wallet,None,None,Wish,18.25,Successful,Online,No,None,No,Low,JewelBox,Laptop,WINTER25,1.2.0,755,Black Lake
T05761,11-10-2024 17:42:05,001861,24-04-1983,Male,Retail,QuickShop,Control,Card,Amex,Credit,None,291.13,Successful,Online,No,None,No,Low,QuickShop,Laptop,WINTER25,2.0.0,916,Black Lake
T05762,31-12-2025 03:43:57,001984,27-07-1964,Male,Retail,GadgetHouse,Trial,Cryptocurrency,None,None,None,313.65,Successful,Online,No,Bitcoin,No,High,GadgetHouse,POS_Terminal,WINTER25,1.2.0,844,Fairview
T05763,01-08-2024 22:26:21,001597,03-01-1994,Male,Government Services,Tax Office,Control,Digital_Wallet,None,None,Wish,457.14,Successful,In_Store,Yes,None,No,Medium,Tax Office,POS_Terminal,NONE,3.2.1,779,Johnsville
T05764,17-10-2025 23:54:08,001423,14-10-2005,Female,Retail,FreshFoods,Trial,Card,Amex,Debit,None,489.66,Successful,Online,No,None,No,Medium,FreshFoods,Mobile,NONE,1.2.0,795,Riverton
T05765,08-11-2024 18:34:12,000493,05-12-1972,Male,Government Services,Public Housing Office,Control,Card,Mastercard,Credit,None,429.56,Successful,In_Store,Yes,None,,Medium,Public Housing Office,Mobile,WINTER25,2.0.0,151,Oakridge
T05766,18-09-2025 02:41:55,000031,,Male,Government Services,Public Records Office,Trial,Digital_Wallet,None,None,Revolut,421.72,Successful,Online,Yes,None,No,Low,Public Records Office,POS_Terminal,WINTER25,3.2.1,203,Brandybrug
T05767,04-10-2025 00:31:41,001416,06-04-1961,Female,Government Services,Fire & Safety Department,Control,Digital_Wallet,None,None,PayPal,66.9,Successful,In_App,Yes,None,No,Low,Fire & Safety Department,Computer,WINTER25,1.2.0,777,Brandybrug
T05768,11-08-2025 19:35:31,001502,24-10-1999,Female,Retail,GadgetHouse,Control,Card,Amex,Debit,None,340.52,Successful,In_Store,No,None,No,Medium,GadgetHouse,Mobile,WINTER25,1.2.0,918,Johnsville
T05769,20-07-2025 02:00:32,000562,08-12-1965,Female,Retail,FreshFoods,Control,QR_Payment,None,None,None,326.07,Successful,In_App,No,None,No,Medium,FreshFoods,POS_Terminal,SUMMER24,3.1.0,534,Brandybrug
T05770,22-02-2024 11:23:14,001412,14-12-1998,Male,Retail,BookNest,Control,Virtual_Card,None,None,None,432.64,Successful,Online,No,None,Yes,Medium,BookNest,Laptop,SUMMER24,2.1.0,291,Johnsville
T05771,05-12-2025 09:24:37,000047,09-03-1998,Male,Retail,EliteElectronics,Control,Card,Mastercard,Credit,None,490.57,Successful,In_Store,No,None,No,High,EliteElectronics,POS_Terminal,WINTER25,2.2.0,445,Oakridge
T05772,24-05-2024 16:01:48,000014,21-10-1953,Male,Retail,FashionHub,Control,QR_Payment,None,None,None,378.5,Successful,In_Store,No,None,No,Medium,FashionHub,Laptop,WINTER25,2.1.0,467,Johnsville
T05773,18-10-2024 12:31:58,000199,03-11-1994,Female,Retail,CityBakery,Control,Virtual_Card,None,None,None,124.47,Successful,In_App,No,None,No,High,CityBakery,Mobile,NONE,1.2.0,323,Oakridge
T05774,03-06-2025 05:28:29,000965,13-03-1950,Prefer not to say,Retail,CityBakery,Control,Digital_Wallet,None,None,PayPal,312.98,Successful,Online,No,None,No,Low,CityBakery,Laptop,NONE,3.0.0,551,Westhaven
T05775,14-10-2025 02:03:38,000051,06-01-1995,Male,Retail,CityBakery,Control,QR_Payment,None,None,None,102.64,Successful,In_App,No,None,No,High,CityBakery,Laptop,WINTER25,1.1.0,608,Black Lake
T05776,04-04-2024 13:55:48,000394,15-09-1994,Prefer not to say,Government Services,Public Records Office,Control,Cryptocurrency,None,None,None,427.06,Successful,In_Store,Yes,Other,No,Low,Public Records Office,Laptop,SUMMER24,2.2.0,483,Riverton
T05777,14-04-2024 15:20:37,000541,23-12-1981,Female,Retail,TrendLab,Control,Digital_Wallet,None,None,PayPal,437.69,Successful,In_Store,No,None,No,High,TrendLab,POS_Terminal,SUMMER24,2.0.0,113,Johnsville
T05778,09-11-2024 23:45:34,000188,09-09-1987,Female,Government Services,Urban Planning Office,Control,Card,Mastercard,Credit,None,52.69,Successful,Online,Yes,None,No,Low,Urban Planning Office,Mobile,NONE,1.2.0,494,Johnsville
T05779,08-02-2024 18:39:48,001209,05-06-1983,Female,Government Services,Public Library,Control,Card,Mastercard,Prepaid,None,60.07,Successful,In_Store,Yes,None,No,Low,Public Library,Laptop,NONE,3.0.0,582,Kingsport
T05780,31-12-2025 09:10:32,000857,05-11-1988,Prefer not to say,Government Services,Urban Planning Office,Control,Virtual_Card,None,None,None,256.11,Successful,Online,Yes,None,No,Medium,Urban Planning Office,Computer,NONE,2.0.0,207,Stonebridge
T05781,12-09-2025 13:37:50,000477,22-11-1966,Male,Government Services,Tax Office,Control,Digital_Wallet,None,None,Wish,419.73,Successful,In_Store,Yes,None,No,Low,Tax Office,Laptop,WINTER25,2.2.0,552,Kingsport
T05782,23-03-2025 13:12:03,000061,15-01-1953,Female,Retail,SparkleJewels,Control,QR_Payment,None,None,None,493.28,Successful,In_App,No,None,No,Medium,SparkleJewels,Mobile,WINTER25,3.1.0,209,Riverton
T05783,16-09-2024 16:53:22,000840,15-12-1990,Male,Retail,ActiveSports,Control,Virtual_Card,None,None,None,118.61,Successful,Online,No,None,No,Medium,ActiveSports,Computer,WINTER25,3.0.0,338,Johnsville
T05784,21-09-2025 03:15:16,001094,02-02-1963,Male,Government Services,Transport Authority,Trial,Cryptocurrency,None,None,None,306.88,Successful,Online,Yes,Other,No,Low,Transport Authority,Laptop,NONE,1.2.0,497,Eastmoor
T05785,14-07-2024 08:46:50,000402,07-03-1990,Female,Retail,GameSphere,Control,Virtual_Card,None,None,None,10.72,Successful,In_App,No,None,Yes,Low,GameSphere,Laptop,WINTER25,1.0.0,214,Riverton
T05786,22-04-2024 20:35:50,000144,23-11-2004,Female,Retail,FashionPoint,Control,Cryptocurrency,None,None,None,26.31,Successful,In_Store,No,Bitcoin,No,Medium,FashionPoint,POS_Terminal,SUMMER24,2.0.0,811,Brandybrug
T05787,09-08-2024 03:33:42,001617,14-12-2001,Male,Retail,QuickShop,Trial,Digital_Wallet,None,None,Revolut,278.98,Successful,In_Store,No,None,No,Low,QuickShop,POS_Terminal,WINTER25,2.0.0,729,Black Lake
T05788,27-05-2024 12:29:16,000212,08-02-2005,Male,Government Services,Water Board,Control,Virtual_Card,None,None,None,419.61,Successful,Online,Yes,None,Yes,Low,Water Board,Computer,NONE,3.2.1,356,Black Lake
T05789,20-12-2024 23:49:38,000496,24-08-1976,Female,Government Services,Road Safety Office,Control,Digital_Wallet,None,None,PayPal,286.26,Successful,In_Store,Yes,None,No,Low,Road Safety Office,Computer,NONE,3.1.0,817,Eastmoor
T05790,02-08-2024 11:48:40,000808,06-05-1996,Male,Telecom,ConnectStore,Control,Cryptocurrency,None,None,None,218.24,Successful,In_App,No,Other,No,Low,ConnectStore,Computer,NONE,3.2.1,935,Fairview
T05791,02-01-2025 23:23:13,000125,08-01-1949,Male,Retail,QuickCafe,Control,QR_Payment,None,None,None,462.02,Successful,In_Store,No,None,No,Low,QuickCafe,Laptop,NONE,3.1.0,140,Fairview
T05792,05-12-2025 11:37:26,001480,16-05-1994,Female,Government Services,Citizens Service Center,Control,Virtual_Card,None,None,None,438.77,Successful,Online,Yes,None,No,Low,Citizens Service Center,Mobile,SUMMER24,2.2.0,811,Eastmoor
T05793,18-11-2024 08:24:11,001594,22-08-1956,Female,Retail,TrendLab,Control,Cryptocurrency,None,None,None,277.46,Successful,In_App,No,Bitcoin,No,Medium,TrendLab,Computer,SUMMER24,2.2.0,831,Eastmoor
T05794,15-10-2025 22:11:20,001116,24-02-1954,Male,Retail,StyleCorner,Trial,Cryptocurrency,None,None,None,245.04,Successful,In_App,No,Ethereum,No,High,StyleCorner,Mobile,SUMMER24,2.1.0,767,Kingsport
T05795,20-07-2025 15:44:24,000158,13-09-1972,Male,Government Services,Public Housing Office,Trial,Digital_Wallet,None,None,Wish,2.04,Successful,In_Store,Yes,None,No,Low,Public Housing Office,Mobile,SUMMER24,3.1.0,842,Black Lake
T05796,17-09-2025 04:59:51,000911,19-10-1963,Male,Entertainment,PlayZone Arcade,Control,Virtual_Card,None,None,None,26.78,Successful,In_App,No,None,Yes,Low,PlayZone Arcade,Laptop,WINTER25,1.2.0,364,Kingsport
T05797,18-12-2024 19:49:07,001908,22-01-1978,Female,Retail,SuperMart,Control,Cryptocurrency,None,None,None,235.82,Successful,In_App,No,Ethereum,No,High,SuperMart,Mobile,WINTER25,1.1.0,542,Brandybrug
T05798,29-06-2024 21:11:38,001211,10-01-1958,Female,Retail,MegaMall,Control,QR_Payment,None,None,None,67.41,Successful,In_Store,No,None,No,Medium,MegaMall,Computer,NONE,2.2.0,440,Westhaven
T05799,20-09-2024 04:32:50,001910,16-08-1978,Female,Retail,FashionPoint,Control,Cryptocurrency,None,None,None,56.33,Successful,Online,No,Bitcoin,No,Medium,FashionPoint,Mobile,WINTER25,3.0.0,959,Riverton
T05800,17-06-2025 03:16:37,000649,03-07-1949,Female,Retail,UrbanBites,Control,Card,Amex,Prepaid,None,126.77,Successful,In_App,No,None,No,High,UrbanBites,Computer,SUMMER24,2.0.0,643,Westhaven
