Transaction_Timestamp,MonthPeriod,Sector,Payment_Method,Transaction_Channel,Payment_Group,Transaction_Amount_GBP,Payment_Status,Customer_Segment,Device_Type,DayOfWeek,DayOfWeekNum,Hour,Quarter,Location
2024-06-03 18:39:49,2024-06,Government Services,Virtual_Card,In_Store,Mobile/Digital Payment,399.95,Successful,Medium,POS_Terminal,Monday,0,18,2,Kingsport
2025-06-13 10:13:36,2025-06,Retail,Digital_Wallet,In_Store,Mobile/Digital Payment,2.98,Successful,Medium,Computer,Friday,4,10,2,Westhaven
2024-12-30 04:30:30,2024-12,Retail,QR_Payment,In_Store,Mobile/Digital Payment,449.45,Successful,Low,Computer,Monday,0,4,4,Johnsville
2024-11-07 18:10:39,2024-11,Entertainment,QR_Payment,Online,Mobile/Digital Payment,111.62,Successful,Low,POS_Terminal,Thursday,3,18,4,Westhaven
2025-07-24 13:52:20,2025-07,Retail,Virtual_Card,In_App,Mobile/Digital Payment,437.51,Successful,Low,Mobile,Thursday,3,13,3,Westhaven
2025-07-12 12:24:53,2025-07,Retail,Virtual_Card,In_App,Mobile/Digital Payment,10.62,Successful,High,Laptop,Saturday,5,12,3,Stonebridge
2025-02-02 09:05:12,2025-02,Retail,Digital_Wallet,In_App,Mobile/Digital Payment,193.36,Successful,Low,POS_Terminal,Sunday,6,9,1,Kingsport
2024-02-19 19:07:22,2024-02,Government Services,QR_Payment,In_App,Mobile/Digital Payment,98.55,Successful,Low,Computer,Monday,0,19,1,Fairview
2025-09-03 17:27:16,2025-09,Retail,Card,Online,Card/Bank Payment,330.38,Successful,Low,Mobile,Wednesday,2,17,3,Stonebridge
2025-05-06 00:40:29,2025-05,Retail,Card,In_Store,Card/Bank Payment,355.75,Successful,Low,Laptop,Tuesday,1,0,2,Johnsville
2025-01-27 23:39:13,2025-01,Retail,Cryptocurrency,In_Store,Mobile/Digital Payment,476.84,Successful,Low,POS_Terminal,Monday,0,23,1,Stonebridge
2024-09-15 05:43:33,2024-09,Retail,Card,In_App,Card/Bank Payment,181.66,Successful,Low,Mobile,Sunday,6,5,3,Oakridge
2024-11-30 19:10:59,2024-11,Retail,QR_Payment,Online,Mobile/Digital Payment,374.95,Successful,Medium,POS_Terminal,Saturday,5,19,4,Johnsville
2024-09-16 06:19:19,2024-09,Government Services,Digital_Wallet,In_App,Mobile/Digital Payment,255.67,Successful,Medium,POS_Terminal,Monday,0,6,3,Westhaven
2024-06-05 01:20:33,2024-06,Retail,Cryptocurrency,In_Store,Mobile/Digital Payment,450.53,Successful,Medium,Laptop,Wednesday,2,1,2,Brandybrug
2025-07-07 22:52:47,2025-07,Government Services,Virtual_Card,In_App,Mobile/Digital Payment,391.93,Successful,Low,Computer,Monday,0,22,3,Stonebridge
2025-05-27 01:06:25,2025-05,Retail,Cryptocurrency,In_App,Mobile/Digital Payment,160.92,Successful,Medium,Computer,Tuesday,1,1,2,Fairview
2024-03-26 05:10:31,2024-03,Retail,QR_Payment,In_Store,Mobile/Digital Payment,126.66,Successful,Low,Laptop,Tuesday,1,5,1,Johnsville
2025-11-05 13:02:31,2025-11,Entertainment,Digital_Wallet,Online,Mobile/Digital Payment,12.72,Successful,Medium,Computer,Wednesday,2,13,4,Westhaven
2024-08-29 16:32:03,2024-08,Retail,Cryptocurrency,In_App,Mobile/Digital Payment,163.56,Successful,Low,Computer,Thursday,3,16,3,Kingsport
2025-02-22 12:48:48,2025-02,Telecom,Virtual_Card,In_Store,Mobile/Digital Payment,307.78,Successful,Low,Laptop,Saturday,5,12,1,Riverton
2025-01-31 05:01:10,2025-01,Retail,QR_Payment,In_App,Mobile/Digital Payment,410.89,Successful,High,Mobile,Friday,4,5,1,Johnsville
2024-06-10 13:21:23,2024-06,Government Services,QR_Payment,In_Store,Mobile/Digital Payment,27.89,Successful,Medium,POS_Terminal,Monday,0,13,2,Fairview
2025-12-15 09:29:18,2025-12,Government Services,Cryptocurrency,In_App,Mobile/Digital Payment,394.81,Successful,Low,POS_Terminal,Monday,0,9,4,Kingsport
2024-03-08 09:40:18,2024-03,Retail,Cryptocurrency,In_Store,Mobile/Digital Payment,461.15,Successful,Low,Laptop,Friday,4,9,1,Stonebridge
2024-10-13 08:01:36,2024-10,Retail,Digital_Wallet,In_Store,Mobile/Digital Payment,365.44,Successful,Medium,POS_Terminal,Sunday,6,8,4,Stonebridge
2025-08-16 18:04:25,2025-08,Government Services,Virtual_Card,Online,Mobile/Digital Payment,316.25,Successful,Low,Laptop,Saturday,5,18,3,Westhaven
2024-12-18 17:54:12,2024-12,Retail,Card,Online,Card/Bank Payment,279.78,Successful,Medium,POS_Terminal,Wednesday,2,17,4,Brandybrug
2025-07-01 06:57:35,2025-07,Government Services,QR_Payment,In_Store,Mobile/Digital Payment,18.55,Successful,Low,Laptop,Tuesday,1,6,3,Westhaven
2025-07-25 16:08:48,2025-07,Telecom,Virtual_Card,Online,Mobile/Digital Payment,344.05,Successful,Low,Mobile,Friday,4,16,3,Black Lake
2024-12-05 12:55:50,2024-12,Entertainment,Virtual_Card,In_Store,Mobile/Digital Payment,49.13,Successful,Low,Computer,Thursday,3,12,4,Oakridge
2025-01-22 02:29:48,2025-01,Government Services,Virtual_Card,In_Store,Mobile/Digital Payment,175.48,Successful,Low,POS_Terminal,Wednesday,2,2,1,Fairview
2025-01-05 13:35:41,2025-01,Retail,Cryptocurrency,In_Store,Mobile/Digital Payment,229.59,Successful,Low,Computer,Sunday,6,13,1,Fairview
2024-02-12 01:37:53,2024-02,Retail,Digital_Wallet,In_Store,Mobile/Digital Payment,319.67,Successful,Low,Computer,Monday,0,1,1,Eastmoor
2024-04-13 05:22:20,2024-04,Retail,Virtual_Card,In_App,Mobile/Digital Payment,260.59,Successful,Low,Computer,Saturday,5,5,2,Eastmoor
2024-05-25 11:14:15,2024-05,Retail,QR_Payment,Online,Mobile/Digital Payment,31.17,Successful,Medium,Unknown,Saturday,5,11,2,Johnsville
2024-03-16 01:30:10,2024-03,Government Services,Virtual_Card,Online,Mobile/Digital Payment,187.59,Successful,Medium,Laptop,Saturday,5,1,1,Fairview
2024-08-07 05:11:57,2024-08,Retail,Card,In_Store,Card/Bank Payment,494.76,Successful,Medium,POS_Terminal,Wednesday,2,5,3,Oakridge
2024-07-29 01:59:46,2024-07,Government Services,Digital_Wallet,Online,Mobile/Digital Payment,295.7,Successful,Medium,Computer,Monday,0,1,3,Stonebridge
2025-02-25 13:30:58,2025-02,Entertainment,Cryptocurrency,In_App,Mobile/Digital Payment,206.18,Successful,Medium,Laptop,Tuesday,1,13,1,Kingsport
2025-05-05 03:05:38,2025-05,Entertainment,QR_Payment,Online,Mobile/Digital Payment,360.91,Successful,Low,Computer,Monday,0,3,2,Oakridge
2025-05-01 22:50:38,2025-05,Government Services,Cryptocurrency,In_Store,Mobile/Digital Payment,288.61,Successful,High,Computer,Thursday,3,22,2,Black Lake
2024-01-25 18:23:54,2024-01,Government Services,Card,Online,Card/Bank Payment,486.22,Successful,Low,Laptop,Thursday,3,18,1,Westhaven
2024-01-25 20:45:16,2024-01,Entertainment,Digital_Wallet,In_Store,Mobile/Digital Payment,399.31,Successful,High,Laptop,Thursday,3,20,1,Kingsport
2025-09-26 18:38:30,2025-09,Retail,QR_Payment,In_App,Mobile/Digital Payment,442.33,Successful,Low,Mobile,Friday,4,18,3,Stonebridge
2024-05-06 04:16:16,2024-05,Retail,Virtual_Card,In_Store,Mobile/Digital Payment,364.06,Successful,Low,Laptop,Monday,0,4,2,Johnsville
2025-01-19 11:41:14,2025-01,Retail,Cryptocurrency,In_App,Mobile/Digital Payment,41.37,Successful,Low,Mobile,Sunday,6,11,1,Westhaven
2025-06-15 04:00:27,2025-06,Retail,Digital_Wallet,Online,Mobile/Digital Payment,137.66,Successful,High,Computer,Sunday,6,4,2,Johnsville
2025-04-28 08:49:55,2025-04,Retail,QR_Payment,In_App,Mobile/Digital Payment,46.94,Successful,Low,POS_Terminal,Monday,0,8,2,Kingsport
2024-09-29 13:15:08,2024-09,Retail,QR_Payment,In_Store,Mobile/Digital Payment,463.08,Successful,Low,POS_Terminal,Sunday,6,13,3,Eastmoor
2024-12-09 01:53:27,2024-12,Retail,Virtual_Card,In_App,Mobile/Digital Payment,49.17,Successful,Medium,Mobile,Monday,0,1,4,Fairview
2025-03-19 07:17:02,2025-03,Entertainment,Cryptocurrency,In_Store,Mobile/Digital Payment,246.83,Successful,Low,POS_Terminal,Wednesday,2,7,1,Black Lake
2024-01-02 02:55:20,2024-01,Retail,Cryptocurrency,In_Store,Mobile/Digital Payment,387.66,Successful,Low,Computer,Tuesday,1,2,1,Westhaven
2025-01-27 20:16:19,2025-01,Retail,Card,In_Store,Card/Bank Payment,110.49,Successful,Low,POS_Terminal,Monday,0,20,1,Kingsport
2024-11-25 01:06:17,2024-11,Retail,QR_Payment,Online,Mobile/Digital Payment,369.16,Successful,Low,POS_Terminal,Monday,0,1,4,Oakridge
2025-01-12 22:14:17,2025-01,Retail,Digital_Wallet,Online,Mobile/Digital Payment,90.03,Successful,Low,Laptop,Sunday,6,22,1,Stonebridge
2025-01-24 07:10:40,2025-01,Retail,Digital_Wallet,In_Store,Mobile/Digital Payment,184.16,Successful,Low,POS_Terminal,Friday,4,7,1,Kingsport
2024-09-11 12:23:09,2024-09,Government Services,Virtual_Card,In_Store,Mobile/Digital Payment,107.97,Successful,Low,Laptop,Wednesday,2,12,3,Eastmoor
2024-01-15 00:45:57,2024-01,Retail,Digital_Wallet,In_App,Mobile/Digital Payment,87.48,Successful,Low,Computer,Monday,0,0,1,Brandybrug
2024-05-07 02:14:08,2024-05,Entertainment,Digital_Wallet,In_Store,Mobile/Digital Payment,399.08,Successful,Low,Mobile,Tuesday,1,2,2,Riverton
2024-10-14 06:50:33,2024-10,Government Services,Virtual_Card,In_Store,Mobile/Digital Payment,49.92,Successful,Low,Laptop,Monday,0,6,4,Brandybrug
2024-04-23 00:06:14,2024-04,Government Services,Virtual_Card,In_Store,Mobile/Digital Payment,2.22,Successful,Medium,Laptop,Tuesday,1,0,2,Westhaven
2024-02-24 13:52:42,2024-02,Retail,QR_Payment,In_Store,Mobile/Digital Payment,263.28,Successful,Low,POS_Terminal,Saturday,5,13,1,Westhaven
2025-05-23 22:36:28,2025-05,Retail,Virtual_Card,In_Store,Mobile/Digital Payment,301.92,Successful,Low,Laptop,Friday,4,22,2,Oakridge
2024-05-31 23:57:21,2024-05,Entertainment,Virtual_Card,In_App,Mobile/Digital Payment,276.3,Successful,Low,Laptop,Friday,4,23,2,Westhaven
2024-06-12 10:01:15,2024-06,Government Services,Cryptocurrency,In_App,Mobile/Digital Payment,455.61,Successful,Low,Computer,Wednesday,2,10,2,Riverton
2024-01-29 20:26:02,2024-01,Government Services,Cryptocurrency,Online,Mobile/Digital Payment,316.27,Successful,High,POS_Terminal,Monday,0,20,1,Riverton
2024-04-13 08:35:43,2024-04,Retail,Card,In_Store,Card/Bank Payment,128.57,Successful,High,POS_Terminal,Saturday,5,8,2,Kingsport
2024-05-17 02:22:43,2024-05,Government Services,Cryptocurrency,In_Store,Mobile/Digital Payment,176.08,Successful,Low,POS_Terminal,Friday,4,2,2,Brandybrug
2024-11-13 03:44:31,2024-11,Government Services,Cryptocurrency,In_App,Mobile/Digital Payment,449.23,Successful,High,POS_Terminal,Wednesday,2,3,4,Westhaven
2025-09-18 10:57:00,2025-09,Retail,Virtual_Card,In_App,Mobile/Digital Payment,350.91,Successful,High,Mobile,Thursday,3,10,3,Black Lake
2024-10-05 18:03:38,2024-10,Retail,Virtual_Card,In_App,Mobile/Digital Payment,109.39,Successful,Low,Laptop,Saturday,5,18,4,Black Lake
2025-06-03 08:13:34,2025-06,Retail,Digital_Wallet,In_Store,Mobile/Digital Payment,59.56,Successful,Medium,Laptop,Tuesday,1,8,2,Oakridge
2025-06-22 05:00:12,2025-06,Retail,QR_Payment,In_Store,Mobile/Digital Payment,55.23,Successful,Low,Computer,Sunday,6,5,2,Oakridge
2025-10-01 21:14:04,2025-10,Government Services,Digital_Wallet,Online,Mobile/Digital Payment,290.58,Successful,Low,POS_Terminal,Wednesday,2,21,4,Brandybrug
2024-07-24 08:56:05,2024-07,Entertainment,Cryptocurrency,Online,Mobile/Digital Payment,174.77,Successful,Low,POS_Terminal,Wednesday,2,8,3,Black Lake
2024-01-09 17:37:36,2024-01,Telecom,QR_Payment,In_Store,Mobile/Digital Payment,421.9,Successful,Medium,Computer,Tuesday,1,17,1,Fairview
2025-04-28 01:20:59,2025-04,Retail,Virtual_Card,In_Store,Mobile/Digital Payment,449.79,Successful,Medium,Laptop,Monday,0,1,2,Riverton
2025-06-20 00:08:29,2025-06,Government Services,QR_Payment,In_App,Mobile/Digital Payment,308.55,Successful,Medium,POS_Terminal,Friday,4,0,2,Fairview
2025-01-13 20:45:59,2025-01,Retail,QR_Payment,In_App,Mobile/Digital Payment,475.7,Successful,Low,Laptop,Monday,0,20,1,Fairview
2024-10-31 06:46:25,2024-10,Government Services,Virtual_Card,Online,Mobile/Digital Payment,228.81,Successful,High,Laptop,Thursday,3,6,4,Stonebridge
2025-07-21 08:47:39,2025-07,Retail,QR_Payment,Online,Mobile/Digital Payment,467.23,Successful,Medium,Mobile,Monday,0,8,3,Black Lake
2024-04-15 11:42:18,2024-04,Government Services,Card,In_Store,Card/Bank Payment,402.66,Successful,Low,POS_Terminal,Monday,0,11,2,Fairview
2024-07-07 22:16:17,2024-07,Retail,QR_Payment,In_App,Mobile/Digital Payment,55.03,Successful,Medium,Laptop,Sunday,6,22,3,Fairview
2025-06-10 05:21:54,2025-06,Telecom,Cryptocurrency,Online,Mobile/Digital Payment,78.32,Successful,Low,POS_Terminal,Tuesday,1,5,2,Black Lake
2024-11-08 15:56:46,2024-11,Government Services,Cryptocurrency,In_App,Mobile/Digital Payment,41.36,Successful,Low,Computer,Friday,4,15,4,Eastmoor
2025-11-04 03:03:23,2025-11,Government Services,Digital_Wallet,In_App,Mobile/Digital Payment,128.81,Successful,Medium,POS_Terminal,Tuesday,1,3,4,Brandybrug
2024-04-08 18:36:14,2024-04,Retail,Cryptocurrency,Online,Mobile/Digital Payment,155.26,Successful,High,Laptop,Monday,0,18,2,Johnsville
2025-12-07 18:27:07,2025-12,Entertainment,Digital_Wallet,Online,Mobile/Digital Payment,468.94,Successful,Medium,Mobile,Sunday,6,18,4,Riverton
2025-04-01 03:16:08,2025-04,Retail,QR_Payment,In_Store,Mobile/Digital Payment,369.27,Successful,Medium,POS_Terminal,Tuesday,1,3,2,Johnsville
2024-01-11 02:41:28,2024-01,Retail,Digital_Wallet,In_Store,Mobile/Digital Payment,451.82,Successful,Low,Mobile,Thursday,3,2,1,Westhaven
2024-08-14 05:39:07,2024-08,Government Services,Card,Online,Card/Bank Payment,413.89,Successful,Low,POS_Terminal,Wednesday,2,5,3,Oakridge
2024-04-22 19:56:39,2024-04,Retail,Cryptocurrency,In_Store,Mobile/Digital Payment,444.69,Successful,Low,POS_Terminal,Monday,0,19,2,Eastmoor
2024-01-06 18:47:13,2024-01,Government Services,QR_Payment,Online,Mobile/Digital Payment,29.15,Successful,Medium,Mobile,Saturday,5,18,1,Riverton
2024-10-24 17:41:35,2024-10,Retail,Digital_Wallet,Online,Mobile/Digital Payment,54.31,Successful,Medium,Laptop,Thursday,3,17,4,Kingsport
2025-06-29 00:31:37,2025-06,Retail,Cryptocurrency,In_App,Mobile/Digital Payment,211.1,Successful,Medium,Mobile,Sunday,6,0,2,Black Lake
2025-04-06 13:21:37,2025-04,Retail,Virtual_Card,In_App,Mobile/Digital Payment,495.04,Successful,Low,Mobile,Sunday,6,13,2,Black Lake
2025-06-17 20:49:01,2025-06,Retail,Virtual_Card,Online,Mobile/Digital Payment,265.21,Successful,High,Computer,Tuesday,1,20,2,Eastmoor
2024-01-22 07:40:57,2024-01,Government Services,Card,In_Store,Card/Bank Payment,498.3,Successful,Low,Computer,Monday,0,7,1,Johnsville
2024-10-07 04:08:51,2024-10,Government Services,Digital_Wallet,In_App,Mobile/Digital Payment,27.26,Successful,Medium,Computer,Monday,0,4,4,Black Lake
2025-10-19 10:47:19,2025-10,Retail,QR_Payment,In_Store,Mobile/Digital Payment,309.17,Successful,Medium,Computer,Sunday,6,10,4,Westhaven
2024-11-28 14:12:27,2024-11,Retail,Cryptocurrency,In_App,Mobile/Digital Payment,413.21,Successful,Low,Laptop,Thursday,3,14,4,Kingsport
2025-01-13 15:55:01,2025-01,Retail,Cryptocurrency,Online,Mobile/Digital Payment,21.79,Successful,Medium,Computer,Monday,0,15,1,Fairview
2025-07-22 12:06:30,2025-07,Government Services,Card,In_App,Card/Bank Payment,14.43,Successful,Unknown,POS_Terminal,Tuesday,1,12,3,Kingsport
2024-05-25 11:22:24,2024-05,Government Services,Digital_Wallet,In_Store,Mobile/Digital Payment,51.25,Successful,Medium,Mobile,Saturday,5,11,2,Stonebridge
2025-08-14 19:06:43,2025-08,Telecom,Virtual_Card,In_Store,Mobile/Digital Payment,496.02,Successful,Low,Mobile,Thursday,3,19,3,Fairview
2025-12-04 21:35:50,2025-12,Retail,QR_Payment,Online,Mobile/Digital Payment,185.63,Successful,High,Laptop,Thursday,3,21,4,Black Lake
2024-06-10 00:04:30,2024-06,Retail,Digital_Wallet,In_Store,Mobile/Digital Payment,441.15,Successful,High,POS_Terminal,Monday,0,0,2,Riverton
2024-11-19 18:34:25,2024-11,Entertainment,Cryptocurrency,In_Store,Mobile/Digital Payment,207.55,Successful,Low,Mobile,Tuesday,1,18,4,Black Lake
2024-01-25 08:51:43,2024-01,Government Services,Cryptocurrency,In_Store,Mobile/Digital Payment,329.14,Successful,Medium,Laptop,Thursday,3,8,1,Westhaven
2025-10-08 08:49:57,2025-10,Government Services,Card,In_Store,Card/Bank Payment,111.21,Successful,High,Computer,Wednesday,2,8,4,Oakridge
2025-05-08 18:24:32,2025-05,Retail,QR_Payment,In_Store,Mobile/Digital Payment,309.99,Successful,Medium,Mobile,Thursday,3,18,2,Johnsville
2024-09-26 22:51:29,2024-09,Government Services,Card,Online,Card/Bank Payment,214.42,Successful,Medium,Computer,Thursday,3,22,3,Johnsville
2024-01-28 14:23:39,2024-01,Government Services,QR_Payment,Online,Mobile/Digital Payment,208.1,Successful,Medium,POS_Terminal,Sunday,6,14,1,Oakridge
2024-10-08 04:50:03,2024-10,Government Services,QR_Payment,In_Store,Mobile/Digital Payment,118.24,Successful,Low,POS_Terminal,Tuesday,1,4,4,Westhaven
2024-11-26 13:00:07,2024-11,Retail,QR_Payment,Online,Mobile/Digital Payment,309.52,Successful,Medium,Laptop,Tuesday,1,13,4,Kingsport
2025-12-17 17:21:38,2025-12,Government Services,Cryptocurrency,Online,Mobile/Digital Payment,417.54,Successful,High,Laptop,Wednesday,2,17,4,Oakridge
2025-10-19 07:36:42,2025-10,Telecom,Cryptocurrency,In_App,Mobile/Digital Payment,196.65,Successful,Medium,POS_Terminal,Sunday,6,7,4,Eastmoor
2024-11-09 17:10:20,2024-11,Government Services,Card,Online,Card/Bank Payment,376.18,Successful,High,Mobile,Saturday,5,17,4,Eastmoor
2024-02-29 23:43:07,2024-02,Entertainment,Card,Online,Card/Bank Payment,448.45,Successful,High,POS_Terminal,Thursday,3,23,1,Eastmoor
2024-08-18 18:25:31,2024-08,Retail,Cryptocurrency,In_Store,Mobile/Digital Payment,223.36,Successful,Medium,Laptop,Sunday,6,18,3,Stonebridge
2024-02-29 03:24:30,2024-02,Government Services,Virtual_Card,In_App,Mobile/Digital Payment,440.68,Successful,Medium,Computer,Thursday,3,3,1,Kingsport
2025-05-28 19:46:12,2025-05,Telecom,QR_Payment,In_Store,Mobile/Digital Payment,348.41,Successful,High,POS_Terminal,Wednesday,2,19,2,Westhaven
2024-08-26 19:11:17,2024-08,Retail,Virtual_Card,Online,Mobile/Digital Payment,305.43,Successful,Unknown,POS_Terminal,Monday,0,19,3,Stonebridge
2024-09-22 06:55:59,2024-09,Retail,Card,Online,Card/Bank Payment,253.89,Successful,Low,Computer,Sunday,6,6,3,Johnsville
2024-03-08 01:18:18,2024-03,Retail,QR_Payment,Online,Mobile/Digital Payment,167.54,Successful,Medium,Laptop,Friday,4,1,1,Brandybrug
2025-02-03 03:16:00,2025-02,Retail,Cryptocurrency,In_App,Mobile/Digital Payment,4.03,Successful,Low,Mobile,Monday,0,3,1,Stonebridge
2024-07-14 16:07:29,2024-07,Government Services,QR_Payment,Online,Mobile/Digital Payment,163.39,Successful,Medium,POS_Terminal,Sunday,6,16,3,Brandybrug
2024-01-16 14:08:26,2024-01,Government Services,Cryptocurrency,In_Store,Mobile/Digital Payment,138.77,Successful,Low,Mobile,Tuesday,1,14,1,Riverton
2025-11-15 08:43:12,2025-11,Retail,Virtual_Card,In_Store,Mobile/Digital Payment,4.6,Successful,Low,Mobile,Saturday,5,8,4,Westhaven
2025-01-28 15:57:56,2025-01,Retail,Virtual_Card,In_App,Mobile/Digital Payment,287.35,Successful,Medium,Mobile,Tuesday,1,15,1,Johnsville
2024-08-30 01:10:29,2024-08,Retail,Cryptocurrency,In_App,Mobile/Digital Payment,326.1,Successful,Low,Laptop,Friday,4,1,3,Eastmoor
2024-10-24 23:56:50,2024-10,Retail,Virtual_Card,In_App,Mobile/Digital Payment,297.79,Successful,High,Mobile,Thursday,3,23,4,Kingsport
2024-07-06 09:06:34,2024-07,Retail,Card,Online,Card/Bank Payment,156.16,Successful,Medium,POS_Terminal,Saturday,5,9,3,Black Lake
2025-10-01 09:11:28,2025-10,Retail,Card,In_App,Card/Bank Payment,468.58,Successful,Low,Computer,Wednesday,2,9,4,Black Lake
2025-05-29 23:09:54,2025-05,Retail,QR_Payment,In_Store,Mobile/Digital Payment,179.45,Successful,High,Mobile,Thursday,3,23,2,Johnsville
2025-10-13 09:20:09,2025-10,Retail,Card,In_App,Card/Bank Payment,247.0,Successful,Medium,Laptop,Monday,0,9,4,Westhaven
2024-05-22 09:46:33,2024-05,Retail,Digital_Wallet,In_App,Mobile/Digital Payment,306.94,Successful,Low,Mobile,Wednesday,2,9,2,Stonebridge
2025-11-22 18:05:18,2025-11,Retail,QR_Payment,In_App,Mobile/Digital Payment,232.7,Successful,Medium,Laptop,Saturday,5,18,4,Stonebridge
2025-08-11 11:04:17,2025-08,Government Services,QR_Payment,Online,Mobile/Digital Payment,295.26,Successful,Low,Computer,Monday,0,11,3,Kingsport
2025-10-17 03:24:04,2025-10,Retail,QR_Payment,In_Store,Mobile/Digital Payment,404.87,Successful,Medium,POS_Terminal,Friday,4,3,4,Black Lake
2025-05-07 00:28:07,2025-05,Government Services,Card,In_App,Card/Bank Payment,311.45,Successful,Medium,Laptop,Wednesday,2,0,2,Riverton
2024-03-10 16:23:52,2024-03,Government Services,Card,Online,Card/Bank Payment,46.47,Successful,Low,Mobile,Sunday,6,16,1,Riverton
2024-11-22 03:18:20,2024-11,Government Services,Digital_Wallet,In_App,Mobile/Digital Payment,180.99,Successful,Medium,Laptop,Friday,4,3,4,Stonebridge
2024-04-08 18:32:33,2024-04,Government Services,Digital_Wallet,In_App,Mobile/Digital Payment,95.48,Successful,Low,Laptop,Monday,0,18,2,Fairview
2024-05-25 17:36:55,2024-05,Government Services,Cryptocurrency,In_Store,Mobile/Digital Payment,184.27,Successful,Low,Laptop,Saturday,5,17,2,Westhaven
2024-08-04 11:54:46,2024-08,Retail,Cryptocurrency,In_App,Mobile/Digital Payment,311.71,Successful,Low,Computer,Sunday,6,11,3,Johnsville
2024-05-06 03:14:05,2024-05,Government Services,Cryptocurrency,In_Store,Mobile/Digital Payment,443.77,Successful,Low,Computer,Monday,0,3,2,Eastmoor
2024-11-28 13:26:25,2024-11,Retail,Virtual_Card,In_Store,Mobile/Digital Payment,105.88,Successful,Medium,Mobile,Thursday,3,13,4,Johnsville
2024-07-09 14:22:28,2024-07,Government Services,Cryptocurrency,Online,Mobile/Digital Payment,178.86,Successful,Low,Computer,Tuesday,1,14,3,Kingsport
2025-07-26 12:24:58,2025-07,Retail,QR_Payment,In_App,Mobile/Digital Payment,144.97,Successful,Medium,POS_Terminal,Saturday,5,12,3,Eastmoor
2025-04-25 08:24:09,2025-04,Government Services,Digital_Wallet,In_App,Mobile/Digital Payment,346.87,Successful,Low,Laptop,Friday,4,8,2,Black Lake
2025-04-29 02:21:16,2025-04,Entertainment,Digital_Wallet,Online,Mobile/Digital Payment,87.27,Successful,Low,Computer,Tuesday,1,2,2,Kingsport
2025-09-05 10:04:17,2025-09,Retail,Card,In_Store,Card/Bank Payment,362.15,Successful,Medium,Laptop,Friday,4,10,3,Johnsville
2024-10-05 00:26:49,2024-10,Government Services,Card,Online,Card/Bank Payment,24.17,Successful,Medium,Mobile,Saturday,5,0,4,Brandybrug
2025-11-22 09:41:15,2025-11,Government Services,Cryptocurrency,Online,Mobile/Digital Payment,480.63,Successful,High,Laptop,Saturday,5,9,4,Oakridge
2024-06-23 08:13:39,2024-06,Entertainment,QR_Payment,Online,Mobile/Digital Payment,455.7,Successful,Low,Computer,Sunday,6,8,2,Eastmoor
2025-05-02 17:04:27,2025-05,Retail,Digital_Wallet,In_App,Mobile/Digital Payment,148.19,Successful,Medium,Laptop,Friday,4,17,2,Black Lake
2024-07-26 03:07:34,2024-07,Telecom,Virtual_Card,In_App,Mobile/Digital Payment,272.24,Successful,Low,POS_Terminal,Friday,4,3,3,Black Lake
2025-08-17 19:13:32,2025-08,Retail,QR_Payment,Online,Mobile/Digital Payment,381.02,Successful,Medium,Laptop,Sunday,6,19,3,Kingsport
2024-05-24 15:04:29,2024-05,Government Services,Virtual_Card,In_App,Mobile/Digital Payment,169.51,Successful,Low,POS_Terminal,Friday,4,15,2,Eastmoor
2025-07-11 02:47:47,2025-07,Government Services,Digital_Wallet,In_App,Mobile/Digital Payment,18.51,Successful,Low,POS_Terminal,Friday,4,2,3,Brandybrug
2024-06-04 12:59:32,2024-06,Retail,QR_Payment,Online,Mobile/Digital Payment,171.03,Successful,Medium,Unknown,Tuesday,1,12,2,Brandybrug
2025-05-04 08:06:00,2025-05,Retail,Digital_Wallet,Online,Mobile/Digital Payment,215.32,Successful,High,Laptop,Sunday,6,8,2,Oakridge
2025-04-16 11:56:02,2025-04,Retail,Card,In_App,Card/Bank Payment,280.78,Successful,Low,POS_Terminal,Wednesday,2,11,2,Oakridge
2024-03-25 01:39:06,2024-03,Government Services,Cryptocurrency,In_Store,Mobile/Digital Payment,281.42,Successful,Low,POS_Terminal,Monday,0,1,1,Brandybrug
2024-07-01 03:04:21,2024-07,Government Services,Card,In_App,Card/Bank Payment,145.25,Successful,High,Computer,Monday,0,3,3,Riverton
2025-02-07 16:08:21,2025-02,Entertainment,Virtual_Card,Online,Mobile/Digital Payment,167.28,Successful,Medium,Laptop,Friday,4,16,1,Oakridge
2025-08-25 02:23:16,2025-08,Retail,Virtual_Card,In_Store,Mobile/Digital Payment,251.31,Successful,Low,Computer,Monday,0,2,3,Johnsville
2024-03-10 01:06:07,2024-03,Retail,Card,In_App,Card/Bank Payment,347.33,Successful,Medium,Mobile,Sunday,6,1,1,Westhaven
2024-06-09 14:00:32,2024-06,Telecom,QR_Payment,In_App,Mobile/Digital Payment,342.52,Successful,Medium,Laptop,Sunday,6,14,2,Riverton
2024-12-06 22:34:21,2024-12,Retail,Digital_Wallet,In_Store,Mobile/Digital Payment,28.46,Successful,Low,Laptop,Friday,4,22,4,Stonebridge
2024-02-02 05:27:27,2024-02,Government Services,Cryptocurrency,In_Store,Mobile/Digital Payment,274.45,Successful,Low,POS_Terminal,Friday,4,5,1,Oakridge
2024-08-20 13:05:24,2024-08,Retail,Digital_Wallet,In_App,Mobile/Digital Payment,131.61,Successful,Medium,Computer,Tuesday,1,13,3,Riverton
